Peak,Name,strain,species,FC,log2FC,pvalue_unadjusted,pvalue_BH_corrected,asterisks_BH_corrected
p_P1841,4-Hydroxybenzaldehyde,CDC_ID_484,SA,1.085922847627192,0.11892160654962503,1,1,
p_P1841,4-Hydroxybenzaldehyde,Isogenic,PA,0.1441675967306164,-2.7941811556153193,0.00729035809153564,0.013967831841816759,*
p_P1841,4-Hydroxybenzaldehyde,SCFM_evolved,PA,0.19099549488245543,-2.388389485879707,0.00493790547090731,0.009731186095386373,*
p_P1841,4-Hydroxybenzaldehyde,USA300,SA,1.0342916529227872,0.04864305885910957,0.701478108866614,0.7879082415171109,
p_P1847,3-Methyl-quinolin-2-ol,ATCC_29213,SA,0.6715816628194973,-0.5743652560962508,0.371093369522698,0.48731870923380327,
p_P1847,3-Methyl-quinolin-2-ol,CDC_ID_234,PA,3949.9017091388996,11.947601037824686,0.00216502933303838,0.004583050857802594,*
p_P1847,3-Methyl-quinolin-2-ol,CDC_ID_249,PA,1.4445357781257007,0.5306059368795404,0.0966975676176362,0.15056051024101375,
p_P1847,3-Methyl-quinolin-2-ol,CDC_ID_258,PA,817.624957859426,9.675295424737236,0.00216502933303838,0.004583050857802594,*
p_P1847,3-Methyl-quinolin-2-ol,CDC_ID_474,SA,0.6845418916924613,-0.5467892625529668,0.609280159304103,0.714747086008051,
p_P1847,3-Methyl-quinolin-2-ol,CDC_ID_484,SA,1.1611577787825884,0.2155640197499708,0.44328852211644,0.5627732989672325,
p_P1847,3-Methyl-quinolin-2-ol,Isogenic,PA,404.2193776582541,8.658994673742178,0.00216502933303838,0.004583050857802594,*
p_P1847,3-Methyl-quinolin-2-ol,SCFM_evolved,PA,223.76228106250562,7.805823055801891,0.00216502933303838,0.004583050857802594,*
p_P1847,3-Methyl-quinolin-2-ol,USA300,SA,1.0725912348013378,0.10110036884119156,0.522903234512671,0.6397075933908261,
p_P185,L-Glutamic acid,ATCC_29213,SA,0.6262643353298253,-0.6751563725914214,0.00216502933303838,0.004583050857802594,*
p_P185,L-Glutamic acid,CDC_ID_234,PA,0.00291541109426945,-8.42208495634872,0.00216502933303838,0.004583050857802594,*
p_P185,L-Glutamic acid,CDC_ID_249,PA,0.007779628449216063,-7.006083030128457,0.00216502933303838,0.004583050857802594,*
p_P185,L-Glutamic acid,CDC_ID_258,PA,0.0023155717419809565,-8.754415828766339,0.00216502933303838,0.004583050857802594,*
p_P185,L-Glutamic acid,CDC_ID_474,SA,0.5349019331429392,-0.9026536772741675,0.00216502933303838,0.004583050857802594,*
p_P185,L-Glutamic acid,CDC_ID_484,SA,0.5894784945634496,-0.7624889133237156,0.00493790547090731,0.009731186095386373,*
p_P185,L-Glutamic acid,Isogenic,PA,0.00756599215408143,-7.046255004345864,0.00216502933303838,0.004583050857802594,*
p_P185,L-Glutamic acid,SCFM_evolved,PA,0.006218899462940002,-7.329124990453934,0.00216502933303838,0.004583050857802594,*
p_P185,L-Glutamic acid,USA300,SA,0.683161772634281,-0.549700845886122,0.00216502933303838,0.004583050857802594,*
p_P1857,3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile,ATCC_29213,SA,1.003329828036747,0.00479594598192515,0.701478108866614,0.7879082415171109,
p_P1857,3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile,CDC_ID_234,PA,2.7410810386894253,1.4547449813512414,0.00216502933303838,0.004583050857802594,*
p_P1857,3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile,CDC_ID_249,PA,105.43360034488992,6.72019089855188,0.00216502933303838,0.004583050857802594,*
p_P1857,3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile,CDC_ID_258,PA,2.6634128505449417,1.4132760752885456,0.00216502933303838,0.004583050857802594,*
p_P1857,3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile,CDC_ID_474,SA,1.0740695883669282,0.1030874677549266,0.0736382701203026,0.11763807312604588,
p_P1857,3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile,CDC_ID_484,SA,1.0574947526942662,0.08065050468731293,0.371093369522698,0.48731870923380327,
p_P1857,3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile,Isogenic,PA,2.6273491256508144,1.3936079204481864,0.00216502933303838,0.004583050857802594,*
p_P1857,3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile,SCFM_evolved,PA,2.4961312475531043,1.3196937936616404,0.00216502933303838,0.004583050857802594,*
p_P1857,3-[1-(dimethylamino)-1H-pyrrol-2-yl]-2-(2-furylcarbonyl)acrylonitrile,USA300,SA,1.0569506405290154,0.07990800460446609,0.201336485287401,0.29178302944727963,
p_P1858,Anthranilic acid,ATCC_29213,SA,1.097203579236612,0.1338312335861846,0.701478108866614,0.7879082415171109,
p_P1858,Anthranilic acid,CDC_ID_234,PA,1211.9500197362152,10.243114488616929,0.00216502933303838,0.004583050857802594,*
p_P1858,Anthranilic acid,CDC_ID_249,PA,1085.4512804838428,10.084079257983431,0.00216502933303838,0.004583050857802594,*
p_P1858,Anthranilic acid,CDC_ID_258,PA,1767.5666452016376,10.787548896805253,0.00216502933303838,0.004583050857802594,*
p_P1858,Anthranilic acid,CDC_ID_474,SA,0.8423025135465706,-0.24758962357773168,0.371093369522698,0.48731870923380327,
p_P1858,Anthranilic acid,CDC_ID_484,SA,1.0953656785511396,0.131412581754604,0.609280159304103,0.714747086008051,
p_P1858,Anthranilic acid,Isogenic,PA,1458.9319277774077,10.510696854861655,0.00216502933303838,0.004583050857802594,*
p_P1858,Anthranilic acid,SCFM_evolved,PA,1222.6532713395036,10.255799616866865,0.00216502933303838,0.004583050857802594,*
p_P1858,Anthranilic acid,USA300,SA,0.937713319527386,-0.09278116970755797,0.898326787269238,0.9343656609579928,
p_P1868,Indole-3-butyric acid,ATCC_29213,SA,1.107844257369355,0.1477550791183865,0.201336485287401,0.29178302944727963,
p_P1868,Indole-3-butyric acid,CDC_ID_234,PA,618.8285974981538,9.273396058370743,0.00216502933303838,0.004583050857802594,*
p_P1868,Indole-3-butyric acid,CDC_ID_249,PA,1.7578086861586484,0.8137780610675054,0.00216502933303838,0.004583050857802594,*
p_P1868,Indole-3-butyric acid,CDC_ID_258,PA,54.38951431366579,5.765256637800457,0.00216502933303838,0.004583050857802594,*
p_P1868,Indole-3-butyric acid,CDC_ID_474,SA,1.1292857880721339,0.17541063479031613,0.00493790547090731,0.009731186095386373,*
p_P1868,Indole-3-butyric acid,CDC_ID_484,SA,1.0159080887329994,0.022769884465182116,0.44328852211644,0.5627732989672325,
p_P1868,Indole-3-butyric acid,Isogenic,PA,31.127277311259963,4.96010748533632,0.00216502933303838,0.004583050857802594,*
p_P1868,Indole-3-butyric acid,SCFM_evolved,PA,13.523436055583414,3.757389855274696,0.00216502933303838,0.004583050857802594,*
p_P1868,Indole-3-butyric acid,USA300,SA,1.0273721711298147,0.038958900428066774,0.306685065904181,0.4162785764866549,
p_P1892,N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide,ATCC_29213,SA,0.9974366154627529,-0.003702930207042998,0.898326787269238,0.9343656609579928,
p_P1892,N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide,CDC_ID_234,PA,105.02062592135911,6.714528889019995,0.00216502933303838,0.004583050857802594,*
p_P1892,N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide,CDC_ID_249,PA,8.699862146372148,3.1209925409244756,0.00216502933303838,0.004583050857802594,*
p_P1892,N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide,CDC_ID_258,PA,125.37786261343028,6.970138830441118,0.00216502933303838,0.004583050857802594,*
p_P1892,N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide,CDC_ID_474,SA,1.0490207624425756,0.06904323232558271,0.0736382701203026,0.11763807312604588,
p_P1892,N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide,CDC_ID_484,SA,1.0288626785475588,0.0410504397645886,0.898326787269238,0.9343656609579928,
p_P1892,N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide,Isogenic,PA,181.20208759110054,7.5014557662404355,0.00216502933303838,0.004583050857802594,*
p_P1892,N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide,SCFM_evolved,PA,136.1849157824678,7.089423105085132,0.00216502933303838,0.004583050857802594,*
p_P1892,N1-(2-{2-[2-(acetylamino)phenoxy]ethoxy}phenyl)acetamide,USA300,SA,1.0107503183123177,0.015426657952946584,1,1,
p_P1905,4-Acetamidobenzoic acid,ATCC_29213,SA,0.833131847790035,-0.26338326664269207,0.898326787269238,0.9343656609579928,
p_P1905,4-Acetamidobenzoic acid,CDC_ID_234,PA,17.60469548335691,4.1378883673340505,0.00216502933303838,0.004583050857802594,*
p_P1905,4-Acetamidobenzoic acid,CDC_ID_249,PA,95.48775964549232,6.577243904155769,0.00216502933303838,0.004583050857802594,*
p_P1905,4-Acetamidobenzoic acid,CDC_ID_258,PA,28.80432164218783,4.848213376833111,0.00216502933303838,0.004583050857802594,*
p_P1905,4-Acetamidobenzoic acid,CDC_ID_474,SA,0.9482776893348376,-0.07661850162613827,0.898326787269238,0.9343656609579928,
p_P1905,4-Acetamidobenzoic acid,CDC_ID_484,SA,0.8700397096598195,-0.20084684608472145,0.609280159304103,0.714747086008051,
p_P1905,4-Acetamidobenzoic acid,Isogenic,PA,59.88068495503581,5.904018818881916,0.00216502933303838,0.004583050857802594,*
p_P1905,4-Acetamidobenzoic acid,SCFM_evolved,PA,93.37010576567351,6.544888812198653,0.00216502933303838,0.004583050857802594,*
p_P1905,4-Acetamidobenzoic acid,USA300,SA,0.841033061307024,-0.2497655804400271,0.609280159304103,0.714747086008051,
p_P1937,N-Methylcaprolactam,ATCC_29213,SA,0.40950391798226765,-1.2880508397816464,0.701478108866614,0.7879082415171109,
p_P1937,N-Methylcaprolactam,CDC_ID_234,PA,14.255539773419464,3.833450761570618,0.00216502933303838,0.004583050857802594,*
p_P1937,N-Methylcaprolactam,CDC_ID_249,PA,136.42029616867157,7.091914489588452,0.00216502933303838,0.004583050857802594,*
p_P1937,N-Methylcaprolactam,CDC_ID_258,PA,15.05954976886983,3.912606733693465,0.00216502933303838,0.004583050857802594,*
p_P1937,N-Methylcaprolactam,CDC_ID_474,SA,0.6462268560486183,-0.6298873871762869,0.609280159304103,0.714747086008051,
p_P1937,N-Methylcaprolactam,CDC_ID_484,SA,1.2978954104827445,0.37617412998004346,0.125201029610315,0.19135646818753393,
p_P1937,N-Methylcaprolactam,Isogenic,PA,32.80115826422191,5.035674854625396,0.00216502933303838,0.004583050857802594,*
p_P1937,N-Methylcaprolactam,SCFM_evolved,PA,43.593333200823565,5.4460356130654075,0.00216502933303838,0.004583050857802594,*
p_P1937,N-Methylcaprolactam,USA300,SA,1.304035322887458,0.38298294891283324,0.0552849927170241,0.09046635171876671,
p_P1957,Tolycaine,ATCC_29213,SA,1.1982687640934133,0.26095153178041597,0.798297847328526,0.8620518595912934,
p_P1957,Tolycaine,CDC_ID_234,PA,71.94722076981206,6.168867053443607,0.00216502933303838,0.004583050857802594,*
p_P1957,Tolycaine,CDC_ID_249,PA,21.920808075381878,4.454229076801589,0.00216502933303838,0.004583050857802594,*
p_P1957,Tolycaine,CDC_ID_258,PA,52.0265350073198,5.701175721206037,0.00216502933303838,0.004583050857802594,*
p_P1957,Tolycaine,CDC_ID_474,SA,1.0550987414422657,0.07737801990223128,0.609280159304103,0.714747086008051,
p_P1957,Tolycaine,CDC_ID_484,SA,0.9882856737815384,-0.01699996747457808,0.798297847328526,0.8620518595912934,
p_P1957,Tolycaine,Isogenic,PA,113.86915349272061,6.831233171849546,0.00216502933303838,0.004583050857802594,*
p_P1957,Tolycaine,SCFM_evolved,PA,59.39746138054425,5.892329367126128,0.00216502933303838,0.004583050857802594,*
p_P1957,Tolycaine,USA300,SA,1.125327383567205,0.1703447756099793,0.898326787269238,0.9343656609579928,
p_P1973,2-oxo-1_2-dihydroquinoline-4-carboxylate,ATCC_29213,SA,1.0098746076802572,0.014176170097458517,0.522903234512671,0.6397075933908261,
p_P1973,2-oxo-1_2-dihydroquinoline-4-carboxylate,CDC_ID_234,PA,2.006667383730769,1.0048015017976948,0.00216502933303838,0.004583050857802594,*
p_P1973,2-oxo-1_2-dihydroquinoline-4-carboxylate,CDC_ID_249,PA,281.5438432889798,8.137215792614327,0.00216502933303838,0.004583050857802594,*
p_P1973,2-oxo-1_2-dihydroquinoline-4-carboxylate,CDC_ID_258,PA,1.4413351218995423,0.5274058126062628,0.00216502933303838,0.004583050857802594,*
p_P1973,2-oxo-1_2-dihydroquinoline-4-carboxylate,CDC_ID_474,SA,1.12253106420527,0.16675536973682697,0.0298420644179543,0.05108035980929065,
p_P1973,2-oxo-1_2-dihydroquinoline-4-carboxylate,CDC_ID_484,SA,1.0570920659831244,0.08010103173771595,0.201336485287401,0.29178302944727963,
p_P1973,2-oxo-1_2-dihydroquinoline-4-carboxylate,Isogenic,PA,6.606637998920287,2.7239162965132206,0.00216502933303838,0.004583050857802594,*
p_P1973,2-oxo-1_2-dihydroquinoline-4-carboxylate,SCFM_evolved,PA,12.698433841643794,3.666578668402537,0.00216502933303838,0.004583050857802594,*
p_P1973,2-oxo-1_2-dihydroquinoline-4-carboxylate,USA300,SA,1.0000846451653351,1.2211199224223626e-4,0.522903234512671,0.6397075933908261,
p_P1975,2-cyano-3-(4-hydroxyphenyl)acrylamide,ATCC_29213,SA,1.225374464348327,0.2932226923329809,0.201336485287401,0.29178302944727963,
p_P1975,2-cyano-3-(4-hydroxyphenyl)acrylamide,CDC_ID_234,PA,1.6479246818924271,0.720650305904982,0.00329451387658258,0.0067125423325323525,*
p_P1975,2-cyano-3-(4-hydroxyphenyl)acrylamide,CDC_ID_249,PA,403.8047296747159,8.657513998508243,0.00216502933303838,0.004583050857802594,*
p_P1975,2-cyano-3-(4-hydroxyphenyl)acrylamide,CDC_ID_258,PA,1.6822369172119487,0.7503809013225826,0.00493790547090731,0.009731186095386373,*
p_P1975,2-cyano-3-(4-hydroxyphenyl)acrylamide,CDC_ID_474,SA,0.9785417387265062,-0.031294705997988365,1,1,
p_P1975,2-cyano-3-(4-hydroxyphenyl)acrylamide,CDC_ID_484,SA,1.0753755761804924,0.10484061075668631,0.701478108866614,0.7879082415171109,
p_P1975,2-cyano-3-(4-hydroxyphenyl)acrylamide,Isogenic,PA,16.79809405999942,4.0702256465715525,0.00216502933303838,0.004583050857802594,*
p_P1975,2-cyano-3-(4-hydroxyphenyl)acrylamide,SCFM_evolved,PA,23.686711465001075,4.566006011386162,0.00216502933303838,0.004583050857802594,*
p_P1975,2-cyano-3-(4-hydroxyphenyl)acrylamide,USA300,SA,0.9451101054577091,-0.08144568159120692,0.898326787269238,0.9343656609579928,
p_P1980,N-Acetyl-L-leucine,ATCC_29213,SA,5.894369216577808,2.559337432067384,0.00216502933303838,0.004583050857802594,*
p_P1980,N-Acetyl-L-leucine,CDC_ID_234,PA,145.68392091689336,7.1866978462193805,0.00216502933303838,0.004583050857802594,*
p_P1980,N-Acetyl-L-leucine,CDC_ID_249,PA,1667.7265042860752,10.703667000745696,0.00216502933303838,0.004583050857802594,*
p_P1980,N-Acetyl-L-leucine,CDC_ID_258,PA,157.17987474495266,7.2962726970381375,0.00216502933303838,0.004583050857802594,*
p_P1980,N-Acetyl-L-leucine,CDC_ID_474,SA,3.376350888862078,1.7554648446006205,0.00216502933303838,0.004583050857802594,*
p_P1980,N-Acetyl-L-leucine,CDC_ID_484,SA,3.2018703323732285,1.6789148835474856,0.00216502933303838,0.004583050857802594,*
p_P1980,N-Acetyl-L-leucine,Isogenic,PA,372.7590133481832,8.542099427207685,0.00216502933303838,0.004583050857802594,*
p_P1980,N-Acetyl-L-leucine,SCFM_evolved,PA,481.64930312337174,8.911839268190763,0.00216502933303838,0.004583050857802594,*
p_P1980,N-Acetyl-L-leucine,USA300,SA,3.0104852309879337,1.5899960397825128,0.00216502933303838,0.004583050857802594,*
p_P1998,Pyroquilon,ATCC_29213,SA,1.019577474731211,0.027971405726038918,0.609280159304103,0.714747086008051,
p_P1998,Pyroquilon,CDC_ID_234,PA,1343.3932950638891,10.391666018148788,0.00216502933303838,0.004583050857802594,*
p_P1998,Pyroquilon,CDC_ID_249,PA,2.555040194964225,1.353345987295743,0.00216502933303838,0.004583050857802594,*
p_P1998,Pyroquilon,CDC_ID_258,PA,214.07589712927847,7.741978561165853,0.00216502933303838,0.004583050857802594,*
p_P1998,Pyroquilon,CDC_ID_474,SA,1.0318374491189775,0.045215713182787165,0.159864197547973,0.23815299012681693,
p_P1998,Pyroquilon,CDC_ID_484,SA,1.0514713265246076,0.07240950851497452,0.798297847328526,0.8620518595912934,
p_P1998,Pyroquilon,Isogenic,PA,69.15302554177387,6.1117204675737,0.00216502933303838,0.004583050857802594,*
p_P1998,Pyroquilon,SCFM_evolved,PA,43.16893640862644,5.431921643167326,0.00216502933303838,0.004583050857802594,*
p_P1998,Pyroquilon,USA300,SA,1.0404049561110453,0.057145176884695954,0.306685065904181,0.4162785764866549,
p_P200,Choline,ATCC_29213,SA,0.721903690261778,-0.47012171601553876,0.00493790547090731,0.009731186095386373,*
p_P200,Choline,CDC_ID_234,PA,0.8161943443439619,-0.29301538112446396,0.898326787269238,0.9343656609579928,
p_P200,Choline,CDC_ID_249,PA,2.648715809567764,1.4052930599696427,0.250153007959382,0.35083493821003153,
p_P200,Choline,CDC_ID_258,PA,6.103830078056641,2.6097148001545465,0.00216502933303838,0.004583050857802594,*
p_P200,Choline,CDC_ID_474,SA,0.7072626120280656,-0.49968209665132185,0.00329451387658258,0.0067125423325323525,*
p_P200,Choline,CDC_ID_484,SA,0.7694467282758571,-0.37810664814239664,0.201336485287401,0.29178302944727963,
p_P200,Choline,Isogenic,PA,6.382304302521253,2.674077396657375,0.0409135529844968,0.06845571387459323,
p_P200,Choline,SCFM_evolved,PA,4.349256254713912,2.1207687137487765,0.00329451387658258,0.0067125423325323525,*
p_P200,Choline,USA300,SA,0.8720620466846308,-0.19749730935798657,0.701478108866614,0.7879082415171109,
p_P2005,2-Hydroxyquinoline,ATCC_29213,SA,0.9374427922740016,-0.09319744260039546,0.609280159304103,0.714747086008051,
p_P2005,2-Hydroxyquinoline,CDC_ID_234,PA,1062.3054651266152,10.052982956319019,0.00216502933303838,0.004583050857802594,*
p_P2005,2-Hydroxyquinoline,CDC_ID_249,PA,2.057877837764549,1.0411573417642739,0.00329451387658258,0.0067125423325323525,*
p_P2005,2-Hydroxyquinoline,CDC_ID_258,PA,165.4340807914482,7.370112662034438,0.00216502933303838,0.004583050857802594,*
p_P2005,2-Hydroxyquinoline,CDC_ID_474,SA,1.1903868995704392,0.25143055451829377,0.0736382701203026,0.11763807312604588,
p_P2005,2-Hydroxyquinoline,CDC_ID_484,SA,0.9864417489949603,-0.01969423493432417,0.701478108866614,0.7879082415171109,
p_P2005,2-Hydroxyquinoline,Isogenic,PA,117.51952638333242,6.876756676572957,0.00216502933303838,0.004583050857802594,*
p_P2005,2-Hydroxyquinoline,SCFM_evolved,PA,100.80680614343251,6.655449237917024,0.00216502933303838,0.004583050857802594,*
p_P2005,2-Hydroxyquinoline,USA300,SA,1.0135827335827579,0.019463853440313508,0.371093369522698,0.48731870923380327,
p_P2029,6-Methoxyquinoline N-oxide,ATCC_29213,SA,1.3714639947056724,0.45571674734738415,0.00729035809153564,0.013967831841816759,*
p_P2029,6-Methoxyquinoline N-oxide,CDC_ID_234,PA,9593.365760454597,13.227821347456327,0.00216502933303838,0.004583050857802594,*
p_P2029,6-Methoxyquinoline N-oxide,CDC_ID_249,PA,4.732005623670142,2.2424517882246593,0.00216502933303838,0.004583050857802594,*
p_P2029,6-Methoxyquinoline N-oxide,CDC_ID_258,PA,2485.6326513585877,11.279397382652132,0.00216502933303838,0.004583050857802594,*
p_P2029,6-Methoxyquinoline N-oxide,CDC_ID_474,SA,1.2288247766154645,0.29727921031550286,0.0106033453821227,0.01985755735578446,*
p_P2029,6-Methoxyquinoline N-oxide,CDC_ID_484,SA,1.41109523153625,0.49681535535467514,0.00216502933303838,0.004583050857802594,*
p_P2029,6-Methoxyquinoline N-oxide,Isogenic,PA,1586.6103704961242,10.631732168621037,0.00216502933303838,0.004583050857802594,*
p_P2029,6-Methoxyquinoline N-oxide,SCFM_evolved,PA,918.0227727723533,9.84238613182148,0.00216502933303838,0.004583050857802594,*
p_P2029,6-Methoxyquinoline N-oxide,USA300,SA,1.4658723683903676,0.5517594953501852,0.00216502933303838,0.004583050857802594,*
p_P204,DL-Lysine,ATCC_29213,SA,0.8921266103181886,-0.1646796234009376,0.898326787269238,0.9343656609579928,
p_P204,DL-Lysine,CDC_ID_234,PA,0.004388606778776277,-7.832021274825382,0.00216502933303838,0.004583050857802594,*
p_P204,DL-Lysine,CDC_ID_249,PA,0.003567026573774039,-8.131062320971402,0.00216502933303838,0.004583050857802594,*
p_P204,DL-Lysine,CDC_ID_258,PA,0.003968961593103862,-7.9770226829458295,0.00216502933303838,0.004583050857802594,*
p_P204,DL-Lysine,CDC_ID_474,SA,0.8968502400467014,-0.1570609971230833,0.701478108866614,0.7879082415171109,
p_P204,DL-Lysine,CDC_ID_484,SA,1.2095253852030914,0.2744410485425515,0.701478108866614,0.7879082415171109,
p_P204,DL-Lysine,Isogenic,PA,0.006940320881183565,-7.170781918257634,0.00216502933303838,0.004583050857802594,*
p_P204,DL-Lysine,SCFM_evolved,PA,0.005427846923353081,-7.525404250352165,0.00216502933303838,0.004583050857802594,*
p_P204,DL-Lysine,USA300,SA,1.2523946586105752,0.32468926059299935,0.609280159304103,0.714747086008051,
p_P2062,Indole-3-lactic acid,ATCC_29213,SA,31.947903156585053,4.997649340461266,0.00216502933303838,0.004583050857802594,*
p_P2062,Indole-3-lactic acid,CDC_ID_234,PA,4.452732658530864,2.154690995165059,0.00216502933303838,0.004583050857802594,*
p_P2062,Indole-3-lactic acid,CDC_ID_249,PA,2.0414001922147085,1.0295590332907907,0.00216502933303838,0.004583050857802594,*
p_P2062,Indole-3-lactic acid,CDC_ID_258,PA,1.6394317695947898,0.7131958604283998,0.00216502933303838,0.004583050857802594,*
p_P2062,Indole-3-lactic acid,CDC_ID_474,SA,16.269711190028513,4.024116736284294,0.00216502933303838,0.004583050857802594,*
p_P2062,Indole-3-lactic acid,CDC_ID_484,SA,103.34992615807958,6.691393547755207,0.00216502933303838,0.004583050857802594,*
p_P2062,Indole-3-lactic acid,Isogenic,PA,1.690018616301366,0.7570391385179539,0.00216502933303838,0.004583050857802594,*
p_P2062,Indole-3-lactic acid,SCFM_evolved,PA,1.868214509664824,0.9016601157874514,0.00216502933303838,0.004583050857802594,*
p_P2062,Indole-3-lactic acid,USA300,SA,18.661486798298256,4.2219920280803205,0.00216502933303838,0.004583050857802594,*
p_P2063,Desthiobiotin,ATCC_29213,SA,1.1674658572705663,0.22338035870007478,0.125201029610315,0.19135646818753393,
p_P2063,Desthiobiotin,CDC_ID_234,PA,95.09651909648254,6.571320628674026,0.00216502933303838,0.004583050857802594,*
p_P2063,Desthiobiotin,CDC_ID_249,PA,218.76140463277895,7.773214420334618,0.00216502933303838,0.004583050857802594,*
p_P2063,Desthiobiotin,CDC_ID_258,PA,78.4502729194761,6.293706561059573,0.00216502933303838,0.004583050857802594,*
p_P2063,Desthiobiotin,CDC_ID_474,SA,1.1234974293059494,0.16799682346592754,0.0966975676176362,0.15056051024101375,
p_P2063,Desthiobiotin,CDC_ID_484,SA,1.124121342158142,0.16879777424312567,0.0552849927170241,0.09046635171876671,
p_P2063,Desthiobiotin,Isogenic,PA,88.18428231428383,6.462449632212669,0.00216502933303838,0.004583050857802594,*
p_P2063,Desthiobiotin,SCFM_evolved,PA,112.20082438046862,6.809939465768174,0.00216502933303838,0.004583050857802594,*
p_P2063,Desthiobiotin,USA300,SA,0.9715983586785025,-0.04156804205683775,0.522903234512671,0.6397075933908261,
p_P2075,"3,3,5,5-Tetramethylpyrroline-N-oxide",ATCC_29213,SA,1.0838817777419936,0.11620740616901265,0.250153007959382,0.35083493821003153,
p_P2075,"3,3,5,5-Tetramethylpyrroline-N-oxide",CDC_ID_234,PA,0.9692554260338532,-0.04505118847013257,0.701478108866614,0.7879082415171109,
p_P2075,"3,3,5,5-Tetramethylpyrroline-N-oxide",CDC_ID_249,PA,17.048897381212182,4.091606532430309,0.00216502933303838,0.004583050857802594,*
p_P2075,"3,3,5,5-Tetramethylpyrroline-N-oxide",CDC_ID_258,PA,1.1083124224227425,0.14836462032731437,0.371093369522698,0.48731870923380327,
p_P2075,"3,3,5,5-Tetramethylpyrroline-N-oxide",CDC_ID_474,SA,1.0935636421229344,0.12903718335206418,0.250153007959382,0.35083493821003153,
p_P2075,"3,3,5,5-Tetramethylpyrroline-N-oxide",CDC_ID_484,SA,0.9541475052622314,-0.06771577974640139,0.898326787269238,0.9343656609579928,
p_P2075,"3,3,5,5-Tetramethylpyrroline-N-oxide",Isogenic,PA,1.114626836237543,0.1565607938962661,0.306685065904181,0.4162785764866549,
p_P2075,"3,3,5,5-Tetramethylpyrroline-N-oxide",SCFM_evolved,PA,0.4684539598122013,-1.094020829744681,0.44328852211644,0.5627732989672325,
p_P2075,"3,3,5,5-Tetramethylpyrroline-N-oxide",USA300,SA,0.5110892892103163,-0.9683527374859957,0.522903234512671,0.6397075933908261,
p_P2082,2-[(Dimethylamino)methylidene]indan-1-one,ATCC_29213,SA,1.0108075024458778,0.015508277449633377,0.609280159304103,0.714747086008051,
p_P2082,2-[(Dimethylamino)methylidene]indan-1-one,CDC_ID_234,PA,209.8559352011594,7.713255456258934,0.00216502933303838,0.004583050857802594,*
p_P2082,2-[(Dimethylamino)methylidene]indan-1-one,CDC_ID_249,PA,1.289411778785032,0.3667130676883198,0.00216502933303838,0.004583050857802594,*
p_P2082,2-[(Dimethylamino)methylidene]indan-1-one,CDC_ID_258,PA,36.12336637192642,5.174860440136341,0.00216502933303838,0.004583050857802594,*
p_P2082,2-[(Dimethylamino)methylidene]indan-1-one,CDC_ID_474,SA,0.9945229379975278,-0.007923448661274368,0.609280159304103,0.714747086008051,
p_P2082,2-[(Dimethylamino)methylidene]indan-1-one,CDC_ID_484,SA,1.005191277590627,0.007470057597278753,0.701478108866614,0.7879082415171109,
p_P2082,2-[(Dimethylamino)methylidene]indan-1-one,Isogenic,PA,18.47832197796341,4.207761846014303,0.00216502933303838,0.004583050857802594,*
p_P2082,2-[(Dimethylamino)methylidene]indan-1-one,SCFM_evolved,PA,12.940230523098263,3.6937914132663408,0.00216502933303838,0.004583050857802594,*
p_P2082,2-[(Dimethylamino)methylidene]indan-1-one,USA300,SA,0.9972994732522449,-0.0039013067125140658,1,1,
p_P2101,3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,ATCC_29213,SA,1.029809002368824,0.042376787032908377,0.898326787269238,0.9343656609579928,
p_P2101,3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,CDC_ID_234,PA,183.0779966598931,7.516314600149891,0.00216502933303838,0.004583050857802594,*
p_P2101,3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,CDC_ID_249,PA,1.3045924773966777,0.38359921472092984,0.0214507336863221,0.038245913815486594,*
